7,208500
6,181500
7,223500
7,140000
8,250000
5,143000
8,307000
7,200000
7,129900
5,118000
5,129500
9,345000
5,144000
7,279500
6,157000
7,132000
6,149000
4,90000
5,159000
5,139000
8,325300
7,139400
8,230000
5,129900
5,154000
8,256300
5,134800
8,306000
5,207500
4,68500
4,40000
5,149350
8,179900
5,165500
9,277500
8,309000
5,145000
5,153000
5,109000
4,82000
6,160000
5,170000
5,144000
5,130250
5,141000
9,319900
7,239686
8,249700
4,113000
5,127000
6,177000
6,114500
5,110000
9,385000
5,130000
6,180500
8,172500
7,196500
10,438780
5,124900
6,158000
5,101000
8,202500
7,140000
7,219500
8,317000
7,180000
7,226000
4,80000
7,225000
7,244000
4,129500
7,185000
5,144900
3,107400
4,91000
4,135750
5,127000
4,136500
5,110000
6,193500
6,153500
8,245000
5,126500
7,168500
8,260000
6,174000
6,164500
3,85000
4,123600
4,109900
5,98600
5,163500
6,133900
6,204750
6,185000
7,214000
4,94750
5,83000
4,128950
6,205000
6,178000
5,118964
7,198900
7,169500
8,250000
4,100000
5,115000
5,115000
6,190000
6,136900
7,180000
7,383970
6,217000
6,259500
6,176000
5,139000
5,155000
7,320000
6,163990
6,180000
4,100000
6,136000
6,153900
6,181000
6,84500
6,128000
5,87000
6,155000
5,150000
7,226000
6,244000
5,150750
8,220000
5,180000
7,174000
5,143000
7,171000
8,230000
6,231500
4,115000
7,260000
5,166000
7,204000
5,125000
6,130000
5,105000
7,222500
7,141000
5,115000
5,122000
8,372402
6,190000
6,235000
6,125000
6,79000
5,109500
8,269500
7,254900
7,320000
6,162500
9,412500
7,220000
4,103200
6,152000
5,127500
5,190000
8,325624
7,183500
8,228000
5,128500
6,215000
7,239000
6,163000
6,184000
6,243000
6,211000
5,172500
9,501837
5,100000
6,177000
7,200100
5,120000
7,200000
5,127000
10,475000
7,173000
5,135000
5,153337
8,286000
8,315000
7,184000
7,192000
7,130000
5,127000
6,148500
7,311872
8,235000
6,104000
8,274900
4,140000
6,171500
6,112000
6,149000
5,110000
7,180500
5,143900
4,141000
7,277000
6,145000
5,98000
6,186000
7,252678
5,156000
6,161750
5,134450
7,210000
4,107000
7,311500
7,167240
7,204900
6,200000
