F1,F2
0.023702107253236473,-0.7203357749463722
-1.056344272753271,-1.5563880111353698
1.7366544678265408,-1.0222667594786548
0.277701375527707,-0.4281074935675912
1.3779866840331947,-1.0361348964618289
0.6096579353063047,0.2341907428514227
1.096855962700895,-0.005811169094786541
0.37493367010718087,-2.1858055816261923
-1.0033552959459144,-1.040570292907295
1.097777087897632,-0.18593316561992165
-0.13705871873285408,-2.3962446494603182
-0.4095549959268086,-1.0800450761053546
-0.2725463734687842,1.0482339715574414
0.09949243973996885,0.6109555466685334
-0.21317085931675578,1.029603935823801
-0.6735941868791542,0.07873683239131536
-1.2706325132640786,-0.9394750105886207
0.05608393178920749,0.4270506272130099
1.0231445739365046,-1.540495218350606
-0.32021022123348514,0.06684556078411466
-0.995856936439487,1.0916585724335708
-0.0662477050361568,0.2870008477940905
-1.6000716972982665,-0.3936693123573611
0.9769761054924024,-0.16404316155956736
1.5332298431016438,-0.23395310290627283
1.5563056941471904,-0.8486250918456094
-0.9710817665308864,0.10537803550812928
-0.5144386385886385,2.1630641727706164
-1.2063840618169575,-1.388205756495295
-0.0915644397027798,1.2662662789164152
-2.032903474809216,1.2821528405423592
-0.18161591335666089,0.9146103142768536
-0.5522191459676629,1.0871839023207046
-0.2675020963561937,1.6490215434131752
-0.5580044049596554,-0.5759426165365136
0.5223057709317516,0.12317074146816956
1.8307573139920394,1.1217941211121838
-0.8628048844566394,2.4352837872621134
0.2877279131365035,-0.3433053328795448
-1.4911987885026587,2.0331472674138285
0.25283672745609104,-1.2875701798806025
0.42274340963358675,-0.06605443932259006
-0.1022261950875974,-0.8686753417804632
-0.6543552564305656,1.5313804941427513
-1.7691577542416683,1.4046510052592818
-1.35966549305657,-0.315705407288172
0.8298744145739777,1.9190710690173944
2.1696831285187326,-0.4447312796527254
-0.5864292099609683,-0.21675456506397847
-0.3220132887678087,0.6072930216895185
-0.8863175789321834,-0.37890271744814763
-1.1102300651960972,-0.21083096758602973
0.36376231565535544,0.13267262231347837
-1.0920053096057805,0.5625200978605387
-0.4359878553546709,0.19546660815621333
-0.016590085002032462,0.23763010456308223
-0.9303628770225935,1.178371162639787
-0.20202119962191176,0.030314084279160446
-1.3364632503076326,0.1434517163203669
0.09176700814813755,0.8790299092097098
-1.0779810950258113,-0.05350123935401387
-0.5246063069598481,0.4547065456405234
-0.00996881749263303,-1.125161619470404
-0.8524607059934628,-1.344625652292588
-0.05640483181112883,2.028918274363119
-1.0629274656214744,-0.16240481812976112
1.297962908910632,1.194062597510596
-0.9250344619375467,1.0267206768564823
2.233035610084786,0.49739159264009414
1.2148481625595098,0.18561635300483725
-1.8631975886274756,-0.7062069165674798
0.5374979941178547,1.7382062257123028
1.3579510592251018,-0.7144554787004237
-1.9253979395751712,0.6984995686148602
-0.7260877676847222,1.148578795387194
-1.6574295112948785,-0.8525689863386012
0.41633655323421564,1.1313295023238812
-0.1820679148120617,1.1326221766223714
-0.43458649462607196,-0.4729713490823393
2.1841720081435025,0.9284066810379139
1.1835640452830432,-0.48802299277749805
-1.286525141555083,1.0477268774849067
-0.18492041758993605,0.08277740888778054
1.7089196891809881,0.31694410169962484
0.36169048433205275,-1.4641537447702482
-1.588851590089621,-1.2330767725070015
2.5027343599185286,-0.28197877098840285
1.1634000558034212,-0.6298197593754739
0.8663096192491975,0.6299770715475497
-0.7555662223873691,0.8267394472280858
-0.49380274658918555,0.11942711771011189
0.6414913081747836,1.18946700998659
-1.0501843416315795,-2.320930592965919
1.6354242334496896,0.46113846094559807
-1.2962984603225831,1.5328759895623665
-1.6443093866943777,-0.8706308014676005
-0.4848278706851593,-1.2100529864292473
-0.6106155664426884,-0.8112504608279663
0.9306209322054233,-0.7466037530850619
-1.421545137511058,-0.12256389790537078
-1.1786513591519856,1.771417295334806
0.973920430815049,0.9599846066303299
-1.2906135428579935,0.2288881139165304
-1.4074067130480663,0.5944320708372758
0.832139443615569,1.0662240366446025
0.6208361264594784,0.04635201386423553
